group,timepoint,subject_id,channel,region,feature,power_value
Treatment,Rest,Sub_09,PO3,extra,gamma,0.6164219
Treatment,Rest,Sub_09,PO3,extra,broadband,0.29339248
Treatment,Rest,Sub_09,PO4,extra,delta,0.8010976
Treatment,Rest,Sub_09,PO4,extra,theta,0.44697112
Treatment,Rest,Sub_09,PO4,extra,alpha,0.49824733
Treatment,Rest,Sub_09,PO4,extra,beta,0.77335614
Treatment,Rest,Sub_09,PO4,extra,gamma,0.5964171
Treatment,Rest,Sub_09,PO4,extra,broadband,0.40428272
Treatment,Rest,Sub_10,Fp1,prefrontal,delta,0.64934653
Treatment,Rest,Sub_10,Fp1,prefrontal,theta,0.67827135
Treatment,Rest,Sub_10,Fp1,prefrontal,alpha,0.81554204
Treatment,Rest,Sub_10,Fp1,prefrontal,beta,0.30863363
Treatment,Rest,Sub_10,Fp1,prefrontal,gamma,0.6569449
Treatment,Rest,Sub_10,Fp1,prefrontal,broadband,0.704805
Treatment,Rest,Sub_10,Fp2,prefrontal,delta,0.43270147
Treatment,Rest,Sub_10,Fp2,prefrontal,theta,
Treatment,Rest,Sub_10,Fp2,prefrontal,alpha,0.53861415
Treatment,Rest,Sub_10,Fp2,prefrontal,beta,0.50584143
Treatment,Rest,Sub_10,Fp2,prefrontal,gamma,0.40463546
Treatment,Rest,Sub_10,Fp2,prefrontal,broadband,0.70026815
Treatment,Rest,Sub_10,F7,frontal,delta,0.97621834
Treatment,Rest,Sub_10,F7,frontal,theta,0.49071828
Treatment,Rest,Sub_10,F7,frontal,alpha,
Treatment,Rest,Sub_10,F7,frontal,beta,0.66759014
Treatment,Rest,Sub_10,F7,frontal,gamma,0.2766683
Treatment,Rest,Sub_10,F7,frontal,broadband,0.5234603
Treatment,Rest,Sub_10,F3,frontal,delta,0.7238637
Treatment,Rest,Sub_10,F3,frontal,theta,0.25194576
Treatment,Rest,Sub_10,F3,frontal,alpha,0.44941676
Treatment,Rest,Sub_10,F3,frontal,beta,0.643581
Treatment,Rest,Sub_10,F3,frontal,gamma,0.42124492
Treatment,Rest,Sub_10,F3,frontal,broadband,0.59282154
Treatment,Rest,Sub_10,Fz,frontal,delta,0.7535344
Treatment,Rest,Sub_10,Fz,frontal,theta,0.6664416
Treatment,Rest,Sub_10,Fz,frontal,alpha,0.1834214
Treatment,Rest,Sub_10,Fz,frontal,beta,0.699888
Treatment,Rest,Sub_10,Fz,frontal,gamma,0.55099934
Treatment,Rest,Sub_10,Fz,frontal,broadband,0.48001528
Treatment,Rest,Sub_10,F4,frontal,delta,0.8260313
Treatment,Rest,Sub_10,F4,frontal,theta,0.48910338
Treatment,Rest,Sub_10,F4,frontal,alpha,0.55139804
Treatment,Rest,Sub_10,F4,frontal,beta,0.39672878
Treatment,Rest,Sub_10,F4,frontal,gamma,0.6384634
Treatment,Rest,Sub_10,F4,frontal,broadband,0.75897443
Treatment,Rest,Sub_10,F8,frontal,delta,0.35793775
Treatment,Rest,Sub_10,F8,frontal,theta,0.69485843
Treatment,Rest,Sub_10,F8,frontal,alpha,0.40830046
Treatment,Rest,Sub_10,F8,frontal,beta,0.56765777
Treatment,Rest,Sub_10,F8,frontal,gamma,0.41824788
Treatment,Rest,Sub_10,F8,frontal,broadband,0.62101954
Treatment,Rest,Sub_10,T3,central,delta,0.43716827
Treatment,Rest,Sub_10,T3,central,theta,0.50002766
Treatment,Rest,Sub_10,T3,central,alpha,0.6466329
Treatment,Rest,Sub_10,T3,central,beta,0.59846854
Treatment,Rest,Sub_10,T3,central,gamma,0.38096565
Treatment,Rest,Sub_10,T3,central,broadband,0.6607262
Treatment,Rest,Sub_10,C3,central,delta,0.50964975
Treatment,Rest,Sub_10,C3,central,theta,0.79384375
Treatment,Rest,Sub_10,C3,central,alpha,0.364272
Treatment,Rest,Sub_10,C3,central,beta,0.43768162
Treatment,Rest,Sub_10,C3,central,gamma,0.6479044
Treatment,Rest,Sub_10,C3,central,broadband,0.59907293
Treatment,Rest,Sub_10,Cz,central,delta,0.40295514
Treatment,Rest,Sub_10,Cz,central,theta,0.5255579
Treatment,Rest,Sub_10,Cz,central,alpha,0.5614096
Treatment,Rest,Sub_10,Cz,central,beta,0.65780616
Treatment,Rest,Sub_10,Cz,central,gamma,0.1879105
Treatment,Rest,Sub_10,Cz,central,broadband,0.40797797
Treatment,Rest,Sub_10,C4,central,delta,0.7101328
Treatment,Rest,Sub_10,C4,central,theta,0.5572772
Treatment,Rest,Sub_10,C4,central,alpha,0.46739915
Treatment,Rest,Sub_10,C4,central,beta,0.5619611
Treatment,Rest,Sub_10,C4,central,gamma,0.738077
Treatment,Rest,Sub_10,C4,central,broadband,0.4086785
Treatment,Rest,Sub_10,T4,central,delta,0.5831991
Treatment,Rest,Sub_10,T4,central,theta,0.85496736
Treatment,Rest,Sub_10,T4,central,alpha,
Treatment,Rest,Sub_10,T4,central,beta,0.6219893
Treatment,Rest,Sub_10,T4,central,gamma,0.1064466
Treatment,Rest,Sub_10,T4,central,broadband,0.88088214
Treatment,Rest,Sub_10,T5,parietal,delta,0.71139413
Treatment,Rest,Sub_10,T5,parietal,theta,0.38772583
Treatment,Rest,Sub_10,T5,parietal,alpha,0.2929209
Treatment,Rest,Sub_10,T5,parietal,beta,0.74396104
Treatment,Rest,Sub_10,T5,parietal,gamma,0.738469
Treatment,Rest,Sub_10,T5,parietal,broadband,0.56947136
Treatment,Rest,Sub_10,P3,parietal,delta,0.32018092
Treatment,Rest,Sub_10,P3,parietal,theta,0.71491295
Treatment,Rest,Sub_10,P3,parietal,alpha,0.56437147
Treatment,Rest,Sub_10,P3,parietal,beta,0.50388294
Treatment,Rest,Sub_10,P3,parietal,gamma,0.7459164
Treatment,Rest,Sub_10,P3,parietal,broadband,0.4894826
Treatment,Rest,Sub_10,Pz,parietal,delta,0.45179713
Treatment,Rest,Sub_10,Pz,parietal,theta,0.36338717
Treatment,Rest,Sub_10,Pz,parietal,alpha,0.44474646
Treatment,Rest,Sub_10,Pz,parietal,beta,0.595987
Treatment,Rest,Sub_10,Pz,parietal,gamma,0.30068117
Treatment,Rest,Sub_10,Pz,parietal,broadband,0.5574212
Treatment,Rest,Sub_10,P4,parietal,delta,0.9162476
Treatment,Rest,Sub_10,P4,parietal,theta,0.49420226
Treatment,Rest,Sub_10,P4,parietal,alpha,0.47290757
Treatment,Rest,Sub_10,P4,parietal,beta,0.7774121
Treatment,Rest,Sub_10,P4,parietal,gamma,0.56841886
Treatment,Rest,Sub_10,P4,parietal,broadband,0.7151558
Treatment,Rest,Sub_10,T6,parietal,delta,0.579092
Treatment,Rest,Sub_10,T6,parietal,theta,0.489004
Treatment,Rest,Sub_10,T6,parietal,alpha,0.70775074
Treatment,Rest,Sub_10,T6,parietal,beta,0.94756955
Treatment,Rest,Sub_10,T6,parietal,gamma,0.49034712
Treatment,Rest,Sub_10,T6,parietal,broadband,0.34387347
Treatment,Rest,Sub_10,O1,occipital,delta,0.6335002
Treatment,Rest,Sub_10,O1,occipital,theta,0.5260094
Treatment,Rest,Sub_10,O1,occipital,alpha,0.3768295
Treatment,Rest,Sub_10,O1,occipital,beta,0.4235706
Treatment,Rest,Sub_10,O1,occipital,gamma,0.69755113
Treatment,Rest,Sub_10,O1,occipital,broadband,0.18432122
Treatment,Rest,Sub_10,Oz,occipital,delta,0.6126396
Treatment,Rest,Sub_10,Oz,occipital,theta,0.3897967
Treatment,Rest,Sub_10,Oz,occipital,alpha,0.3840999
Treatment,Rest,Sub_10,Oz,occipital,beta,0.61690223
Treatment,Rest,Sub_10,Oz,occipital,gamma,0.450711
Treatment,Rest,Sub_10,Oz,occipital,broadband,0.39865422
Treatment,Rest,Sub_10,O2,occipital,delta,0.37906194
Treatment,Rest,Sub_10,O2,occipital,theta,0.4631913
Treatment,Rest,Sub_10,O2,occipital,alpha,0.6871458
Treatment,Rest,Sub_10,O2,occipital,beta,0.34908143
Treatment,Rest,Sub_10,O2,occipital,gamma,0.2337023
Treatment,Rest,Sub_10,O2,occipital,broadband,0.65224206
Treatment,Rest,Sub_10,AF3,extra,delta,0.86134684
Treatment,Rest,Sub_10,AF3,extra,theta,0.4796883
Treatment,Rest,Sub_10,AF3,extra,alpha,0.4727279
Treatment,Rest,Sub_10,AF3,extra,beta,0.3179187
Treatment,Rest,Sub_10,AF3,extra,gamma,0.4537265
Treatment,Rest,Sub_10,AF3,extra,broadband,0.47072485
Treatment,Rest,Sub_10,AF4,extra,delta,0.6639608
Treatment,Rest,Sub_10,AF4,extra,theta,0.46179304
Treatment,Rest,Sub_10,AF4,extra,alpha,0.44882923
Treatment,Rest,Sub_10,AF4,extra,beta,0.39806014
Treatment,Rest,Sub_10,AF4,extra,gamma,0.70894784
Treatment,Rest,Sub_10,AF4,extra,broadband,0.4293376
Treatment,Rest,Sub_10,FC5,extra,delta,0.50818056
Treatment,Rest,Sub_10,FC5,extra,theta,0.55883086
Treatment,Rest,Sub_10,FC5,extra,alpha,0.67960876
Treatment,Rest,Sub_10,FC5,extra,beta,0.7036499
Treatment,Rest,Sub_10,FC5,extra,gamma,0.43220907
Treatment,Rest,Sub_10,FC5,extra,broadband,0.65257883
Treatment,Rest,Sub_10,FC1,extra,delta,0.44203264
Treatment,Rest,Sub_10,FC1,extra,theta,0.67885506
Treatment,Rest,Sub_10,FC1,extra,alpha,0.5786163
Treatment,Rest,Sub_10,FC1,extra,beta,0.12859547
Treatment,Rest,Sub_10,FC1,extra,gamma,0.32493898
Treatment,Rest,Sub_10,FC1,extra,broadband,0.65199274
Treatment,Rest,Sub_10,FC2,extra,delta,0.768481
Treatment,Rest,Sub_10,FC2,extra,theta,0.42204675
Treatment,Rest,Sub_10,FC2,extra,alpha,0.6464205
Treatment,Rest,Sub_10,FC2,extra,beta,0.58764774
Treatment,Rest,Sub_10,FC2,extra,gamma,0.56304526
Treatment,Rest,Sub_10,FC2,extra,broadband,0.35752466
Treatment,Rest,Sub_10,FC6,extra,delta,0.49177122
Treatment,Rest,Sub_10,FC6,extra,theta,0.46755764
Treatment,Rest,Sub_10,FC6,extra,alpha,0.616892
Treatment,Rest,Sub_10,FC6,extra,beta,0.47869265
Treatment,Rest,Sub_10,FC6,extra,gamma,0.7649671
Treatment,Rest,Sub_10,FC6,extra,broadband,0.42605472
Treatment,Rest,Sub_10,CP5,extra,delta,0.64237267
Treatment,Rest,Sub_10,CP5,extra,theta,0.68189526
Treatment,Rest,Sub_10,CP5,extra,alpha,0.7449007
Treatment,Rest,Sub_10,CP5,extra,beta,0.39377558
Treatment,Rest,Sub_10,CP5,extra,gamma,0.14978544
Treatment,Rest,Sub_10,CP5,extra,broadband,0.2913424
Treatment,Rest,Sub_10,CP1,extra,delta,0.38857442
Treatment,Rest,Sub_10,CP1,extra,theta,0.66380215
Treatment,Rest,Sub_10,CP1,extra,alpha,0.48528394
Treatment,Rest,Sub_10,CP1,extra,beta,0.5843846
Treatment,Rest,Sub_10,CP1,extra,gamma,0.5272772
Treatment,Rest,Sub_10,CP1,extra,broadband,0.7092192
Treatment,Rest,Sub_10,CP2,extra,delta,0.6670525
Treatment,Rest,Sub_10,CP2,extra,theta,0.59512365
Treatment,Rest,Sub_10,CP2,extra,alpha,0.6753383
Treatment,Rest,Sub_10,CP2,extra,beta,0.3176469
Treatment,Rest,Sub_10,CP2,extra,gamma,0.2924721
Treatment,Rest,Sub_10,CP2,extra,broadband,
Treatment,Rest,Sub_10,CP6,extra,delta,0.49821505
Treatment,Rest,Sub_10,CP6,extra,theta,0.66115713
Treatment,Rest,Sub_10,CP6,extra,alpha,0.7181386
Treatment,Rest,Sub_10,CP6,extra,beta,0.46203262
Treatment,Rest,Sub_10,CP6,extra,gamma,0.70707124
Treatment,Rest,Sub_10,CP6,extra,broadband,0.5779828
Treatment,Rest,Sub_10,PO3,extra,delta,0.5471446
Treatment,Rest,Sub_10,PO3,extra,theta,0.70938736
Treatment,Rest,Sub_10,PO3,extra,alpha,0.40087846
Treatment,Rest,Sub_10,PO3,extra,beta,0.7191473
Treatment,Rest,Sub_10,PO3,extra,gamma,0.47725898
Treatment,Rest,Sub_10,PO3,extra,broadband,0.5986352
Treatment,Rest,Sub_10,PO4,extra,delta,0.7217513
Treatment,Rest,Sub_10,PO4,extra,theta,0.38137072
Treatment,Rest,Sub_10,PO4,extra,alpha,0.6612016
Treatment,Rest,Sub_10,PO4,extra,beta,0.4593746
Treatment,Rest,Sub_10,PO4,extra,gamma,0.66291445
Treatment,Rest,Sub_10,PO4,extra,broadband,0.5924202
Treatment,Rest,Sub_11,Fp1,prefrontal,delta,0.36178535
Treatment,Rest,Sub_11,Fp1,prefrontal,theta,0.6939535
Treatment,Rest,Sub_11,Fp1,prefrontal,alpha,0.7767121
Treatment,Rest,Sub_11,Fp1,prefrontal,beta,0.64436936
Treatment,Rest,Sub_11,Fp1,prefrontal,gamma,0.4492855
Treatment,Rest,Sub_11,Fp1,prefrontal,broadband,0.37364396
Treatment,Rest,Sub_11,Fp2,prefrontal,delta,0.7680018
Treatment,Rest,Sub_11,Fp2,prefrontal,theta,0.4015068
Treatment,Rest,Sub_11,Fp2,prefrontal,alpha,0.15617323
Treatment,Rest,Sub_11,Fp2,prefrontal,beta,0.342619
Treatment,Rest,Sub_11,Fp2,prefrontal,gamma,0.55516934
Treatment,Rest,Sub_11,Fp2,prefrontal,broadband,0.2132957
Treatment,Rest,Sub_11,F7,frontal,delta,0.7304357
Treatment,Rest,Sub_11,F7,frontal,theta,0.7197504
Treatment,Rest,Sub_11,F7,frontal,alpha,0.3730938
Treatment,Rest,Sub_11,F7,frontal,beta,0.54923016
Treatment,Rest,Sub_11,F7,frontal,gamma,0.1634119
Treatment,Rest,Sub_11,F7,frontal,broadband,0.6040926
Treatment,Rest,Sub_11,F3,frontal,delta,0.811187
Treatment,Rest,Sub_11,F3,frontal,theta,0.69656146
Treatment,Rest,Sub_11,F3,frontal,alpha,0.5503513
Treatment,Rest,Sub_11,F3,frontal,beta,0.35334617
Treatment,Rest,Sub_11,F3,frontal,gamma,0.3748249
Treatment,Rest,Sub_11,F3,frontal,broadband,0.56189626
Treatment,Rest,Sub_11,Fz,frontal,delta,0.55402935
Treatment,Rest,Sub_11,Fz,frontal,theta,0.64496714
Treatment,Rest,Sub_11,Fz,frontal,alpha,0.40119812
Treatment,Rest,Sub_11,Fz,frontal,beta,0.8450875
Treatment,Rest,Sub_11,Fz,frontal,gamma,0.7798121
Treatment,Rest,Sub_11,Fz,frontal,broadband,0.56333673
Treatment,Rest,Sub_11,F4,frontal,delta,0.7578814
Treatment,Rest,Sub_11,F4,frontal,theta,0.624997
Treatment,Rest,Sub_11,F4,frontal,alpha,0.575957
Treatment,Rest,Sub_11,F4,frontal,beta,0.2898601
Treatment,Rest,Sub_11,F4,frontal,gamma,0.44908553
Treatment,Rest,Sub_11,F4,frontal,broadband,0.15158471
Treatment,Rest,Sub_11,F8,frontal,delta,0.5052684
Treatment,Rest,Sub_11,F8,frontal,theta,0.5349189
Treatment,Rest,Sub_11,F8,frontal,alpha,0.45923752
Treatment,Rest,Sub_11,F8,frontal,beta,0.308667
Treatment,Rest,Sub_11,F8,frontal,gamma,0.8509136
Treatment,Rest,Sub_11,F8,frontal,broadband,0.5808822
Treatment,Rest,Sub_11,T3,central,delta,0.6323813
Treatment,Rest,Sub_11,T3,central,theta,0.4386094
Treatment,Rest,Sub_11,T3,central,alpha,0.35155544
Treatment,Rest,Sub_11,T3,central,beta,0.3553288
Treatment,Rest,Sub_11,T3,central,gamma,0.7911049
Treatment,Rest,Sub_11,T3,central,broadband,0.6447921
Treatment,Rest,Sub_11,C3,central,delta,0.6438454
Treatment,Rest,Sub_11,C3,central,theta,0.4603684
Treatment,Rest,Sub_11,C3,central,alpha,0.45668936
Treatment,Rest,Sub_11,C3,central,beta,0.5671148
Treatment,Rest,Sub_11,C3,central,gamma,0.466713
Treatment,Rest,Sub_11,C3,central,broadband,0.3211625
Treatment,Rest,Sub_11,Cz,central,delta,0.2603701
Treatment,Rest,Sub_11,Cz,central,theta,0.46473378
Treatment,Rest,Sub_11,Cz,central,alpha,0.6043005
Treatment,Rest,Sub_11,Cz,central,beta,0.6918592
Treatment,Rest,Sub_11,Cz,central,gamma,0.14711475
Treatment,Rest,Sub_11,Cz,central,broadband,0.44662577
Treatment,Rest,Sub_11,C4,central,delta,0.51815575
Treatment,Rest,Sub_11,C4,central,theta,0.51682794
Treatment,Rest,Sub_11,C4,central,alpha,0.22272529
Treatment,Rest,Sub_11,C4,central,beta,0.5369976
Treatment,Rest,Sub_11,C4,central,gamma,0.6048187
Treatment,Rest,Sub_11,C4,central,broadband,0.605774
Treatment,Rest,Sub_11,T4,central,delta,0.77451473
Treatment,Rest,Sub_11,T4,central,theta,0.5957407
Treatment,Rest,Sub_11,T4,central,alpha,0.49905598
Treatment,Rest,Sub_11,T4,central,beta,1.1149564
Treatment,Rest,Sub_11,T4,central,gamma,0.28881475
Treatment,Rest,Sub_11,T4,central,broadband,0.52921647
Treatment,Rest,Sub_11,T5,parietal,delta,0.5887452
Treatment,Rest,Sub_11,T5,parietal,theta,0.57521343
Treatment,Rest,Sub_11,T5,parietal,alpha,0.39219847
Treatment,Rest,Sub_11,T5,parietal,beta,0.40294868
Treatment,Rest,Sub_11,T5,parietal,gamma,0.45628685
Treatment,Rest,Sub_11,T5,parietal,broadband,0.43111435
Treatment,Rest,Sub_11,P3,parietal,delta,0.42025924
Treatment,Rest,Sub_11,P3,parietal,theta,0.90510434
Treatment,Rest,Sub_11,P3,parietal,alpha,0.27141044
Treatment,Rest,Sub_11,P3,parietal,beta,0.9449143
Treatment,Rest,Sub_11,P3,parietal,gamma,0.36563632
Treatment,Rest,Sub_11,P3,parietal,broadband,0.31561694
Treatment,Rest,Sub_11,Pz,parietal,delta,0.6709664
Treatment,Rest,Sub_11,Pz,parietal,theta,0.40071577
Treatment,Rest,Sub_11,Pz,parietal,alpha,0.43043083
Treatment,Rest,Sub_11,Pz,parietal,beta,1.0032146
Treatment,Rest,Sub_11,Pz,parietal,gamma,0.6910337
Treatment,Rest,Sub_11,Pz,parietal,broadband,0.23773761
Treatment,Rest,Sub_11,P4,parietal,delta,0.55822355
Treatment,Rest,Sub_11,P4,parietal,theta,0.32504317
Treatment,Rest,Sub_11,P4,parietal,alpha,0.4572444
Treatment,Rest,Sub_11,P4,parietal,beta,0.56940275
Treatment,Rest,Sub_11,P4,parietal,gamma,0.14355247
Treatment,Rest,Sub_11,P4,parietal,broadband,0.7344084
Treatment,Rest,Sub_11,T6,parietal,delta,0.43023455
Treatment,Rest,Sub_11,T6,parietal,theta,0.7785575
Treatment,Rest,Sub_11,T6,parietal,alpha,0.7242991
Treatment,Rest,Sub_11,T6,parietal,beta,0.4943189
Treatment,Rest,Sub_11,T6,parietal,gamma,0.42956933
Treatment,Rest,Sub_11,T6,parietal,broadband,0.50724375
Treatment,Rest,Sub_11,O1,occipital,delta,0.66984236
Treatment,Rest,Sub_11,O1,occipital,theta,0.4460069
Treatment,Rest,Sub_11,O1,occipital,alpha,0.6116703
Treatment,Rest,Sub_11,O1,occipital,beta,0.8533026
Treatment,Rest,Sub_11,O1,occipital,gamma,0.63020563
Treatment,Rest,Sub_11,O1,occipital,broadband,0.74309176
Treatment,Rest,Sub_11,Oz,occipital,delta,0.19928393
Treatment,Rest,Sub_11,Oz,occipital,theta,0.52410984
Treatment,Rest,Sub_11,Oz,occipital,alpha,0.40225008
Treatment,Rest,Sub_11,Oz,occipital,beta,0.5413405
Treatment,Rest,Sub_11,Oz,occipital,gamma,0.2340679
Treatment,Rest,Sub_11,Oz,occipital,broadband,0.7563964
Treatment,Rest,Sub_11,O2,occipital,delta,0.4817385
Treatment,Rest,Sub_11,O2,occipital,theta,0.5127599
Treatment,Rest,Sub_11,O2,occipital,alpha,0.46799898
Treatment,Rest,Sub_11,O2,occipital,beta,0.6151414
Treatment,Rest,Sub_11,O2,occipital,gamma,0.47532114
Treatment,Rest,Sub_11,O2,occipital,broadband,0.5444091
Treatment,Rest,Sub_11,AF3,extra,delta,0.19314814
Treatment,Rest,Sub_11,AF3,extra,theta,0.49214596
Treatment,Rest,Sub_11,AF3,extra,alpha,0.26031488
Treatment,Rest,Sub_11,AF3,extra,beta,0.52238303
Treatment,Rest,Sub_11,AF3,extra,gamma,0.38306463
Treatment,Rest,Sub_11,AF3,extra,broadband,0.5287608
Treatment,Rest,Sub_11,AF4,extra,delta,0.46596903
Treatment,Rest,Sub_11,AF4,extra,theta,0.5058419
Treatment,Rest,Sub_11,AF4,extra,alpha,0.44257122
Treatment,Rest,Sub_11,AF4,extra,beta,0.32294205
Treatment,Rest,Sub_11,AF4,extra,gamma,0.8549709
Treatment,Rest,Sub_11,AF4,extra,broadband,0.7327016
Treatment,Rest,Sub_11,FC5,extra,delta,0.53091115
Treatment,Rest,Sub_11,FC5,extra,theta,0.5850254
Treatment,Rest,Sub_11,FC5,extra,alpha,0.61661565
Treatment,Rest,Sub_11,FC5,extra,beta,0.40426162
Treatment,Rest,Sub_11,FC5,extra,gamma,0.5294168
Treatment,Rest,Sub_11,FC5,extra,broadband,0.55822444
Treatment,Rest,Sub_11,FC1,extra,delta,
Treatment,Rest,Sub_11,FC1,extra,theta,0.3954578
Treatment,Rest,Sub_11,FC1,extra,alpha,0.5908642
Treatment,Rest,Sub_11,FC1,extra,beta,0.53058565
Treatment,Rest,Sub_11,FC1,extra,gamma,0.6468817
Treatment,Rest,Sub_11,FC1,extra,broadband,0.5970062
Treatment,Rest,Sub_11,FC2,extra,delta,0.6100923
Treatment,Rest,Sub_11,FC2,extra,theta,0.6551122
Treatment,Rest,Sub_11,FC2,extra,alpha,0.8384841
Treatment,Rest,Sub_11,FC2,extra,beta,0.5440407
Treatment,Rest,Sub_11,FC2,extra,gamma,0.5855038
Treatment,Rest,Sub_11,FC2,extra,broadband,0.42333186
Treatment,Rest,Sub_11,FC6,extra,delta,0.48677433
Treatment,Rest,Sub_11,FC6,extra,theta,0.6669354
Treatment,Rest,Sub_11,FC6,extra,alpha,0.62995404
Treatment,Rest,Sub_11,FC6,extra,beta,0.588455
Treatment,Rest,Sub_11,FC6,extra,gamma,0.19543378
Treatment,Rest,Sub_11,FC6,extra,broadband,0.44989967
Treatment,Rest,Sub_11,CP5,extra,delta,0.57597363
Treatment,Rest,Sub_11,CP5,extra,theta,0.60407764
Treatment,Rest,Sub_11,CP5,extra,alpha,0.2775165
Treatment,Rest,Sub_11,CP5,extra,beta,0.5857056
Treatment,Rest,Sub_11,CP5,extra,gamma,0.5571015
Treatment,Rest,Sub_11,CP5,extra,broadband,3.2977543
Treatment,Rest,Sub_11,CP1,extra,delta,0.383635
Treatment,Rest,Sub_11,CP1,extra,theta,0.8207542
Treatment,Rest,Sub_11,CP1,extra,alpha,0.29434034
Treatment,Rest,Sub_11,CP1,extra,beta,0.74821097
Treatment,Rest,Sub_11,CP1,extra,gamma,
Treatment,Rest,Sub_11,CP1,extra,broadband,0.57935196
Treatment,Rest,Sub_11,CP2,extra,delta,0.27501035
Treatment,Rest,Sub_11,CP2,extra,theta,0.6945478
Treatment,Rest,Sub_11,CP2,extra,alpha,0.5602723
Treatment,Rest,Sub_11,CP2,extra,beta,0.633456
Treatment,Rest,Sub_11,CP2,extra,gamma,0.5547373
Treatment,Rest,Sub_11,CP2,extra,broadband,0.32746136
Treatment,Rest,Sub_11,CP6,extra,delta,0.53039193
Treatment,Rest,Sub_11,CP6,extra,theta,0.517022
Treatment,Rest,Sub_11,CP6,extra,alpha,0.41625214
Treatment,Rest,Sub_11,CP6,extra,beta,0.37835512
Treatment,Rest,Sub_11,CP6,extra,gamma,
Treatment,Rest,Sub_11,CP6,extra,broadband,0.5099792
Treatment,Rest,Sub_11,PO3,extra,delta,0.32067513
Treatment,Rest,Sub_11,PO3,extra,theta,0.37237507
Treatment,Rest,Sub_11,PO3,extra,alpha,0.30795532
Treatment,Rest,Sub_11,PO3,extra,beta,0.447263
Treatment,Rest,Sub_11,PO3,extra,gamma,0.42746952
Treatment,Rest,Sub_11,PO3,extra,broadband,0.44115376
Treatment,Rest,Sub_11,PO4,extra,delta,0.6063247
Treatment,Rest,Sub_11,PO4,extra,theta,0.38391748
Treatment,Rest,Sub_11,PO4,extra,alpha,0.4280478
Treatment,Rest,Sub_11,PO4,extra,beta,0.43231955
Treatment,Rest,Sub_11,PO4,extra,gamma,0.33950013
Treatment,Rest,Sub_11,PO4,extra,broadband,0.7373876
Treatment,Rest,Sub_12,Fp1,prefrontal,delta,0.51783276
Treatment,Rest,Sub_12,Fp1,prefrontal,theta,0.41569817
Treatment,Rest,Sub_12,Fp1,prefrontal,alpha,0.23365006
Treatment,Rest,Sub_12,Fp1,prefrontal,beta,0.61950374
Treatment,Rest,Sub_12,Fp1,prefrontal,gamma,0.19900408
Treatment,Rest,Sub_12,Fp1,prefrontal,broadband,
Treatment,Rest,Sub_12,Fp2,prefrontal,delta,0.6547356
Treatment,Rest,Sub_12,Fp2,prefrontal,theta,0.32912514
Treatment,Rest,Sub_12,Fp2,prefrontal,alpha,0.31246385
Treatment,Rest,Sub_12,Fp2,prefrontal,beta,2.1852279
Treatment,Rest,Sub_12,Fp2,prefrontal,gamma,0.25072795
Treatment,Rest,Sub_12,Fp2,prefrontal,broadband,0.58220655
Treatment,Rest,Sub_12,F7,frontal,delta,0.51708305
Treatment,Rest,Sub_12,F7,frontal,theta,0.48816532
Treatment,Rest,Sub_12,F7,frontal,alpha,0.20612995
Treatment,Rest,Sub_12,F7,frontal,beta,0.6119152
Treatment,Rest,Sub_12,F7,frontal,gamma,0.39332944
Treatment,Rest,Sub_12,F7,frontal,broadband,0.36000666
Treatment,Rest,Sub_12,F3,frontal,delta,0.3274517
Treatment,Rest,Sub_12,F3,frontal,theta,0.42257053
Treatment,Rest,Sub_12,F3,frontal,alpha,0.31325808
Treatment,Rest,Sub_12,F3,frontal,beta,0.32524624
Treatment,Rest,Sub_12,F3,frontal,gamma,0.33968094
Treatment,Rest,Sub_12,F3,frontal,broadband,0.5138406
Treatment,Rest,Sub_12,Fz,frontal,delta,0.32677615
Treatment,Rest,Sub_12,Fz,frontal,theta,0.49066603
Treatment,Rest,Sub_12,Fz,frontal,alpha,0.35099575
Treatment,Rest,Sub_12,Fz,frontal,beta,0.5135399
Treatment,Rest,Sub_12,Fz,frontal,gamma,0.3269773
Treatment,Rest,Sub_12,Fz,frontal,broadband,0.41359308
Treatment,Rest,Sub_12,F4,frontal,delta,0.82587165
Treatment,Rest,Sub_12,F4,frontal,theta,0.9799196
Treatment,Rest,Sub_12,F4,frontal,alpha,0.49637482
Treatment,Rest,Sub_12,F4,frontal,beta,
Treatment,Rest,Sub_12,F4,frontal,gamma,0.5789604
Treatment,Rest,Sub_12,F4,frontal,broadband,0.6024725
Treatment,Rest,Sub_12,F8,frontal,delta,0.45056885
Treatment,Rest,Sub_12,F8,frontal,theta,0.3910434
Treatment,Rest,Sub_12,F8,frontal,alpha,0.13248268
Treatment,Rest,Sub_12,F8,frontal,beta,0.41106504
Treatment,Rest,Sub_12,F8,frontal,gamma,0.36443475
Treatment,Rest,Sub_12,F8,frontal,broadband,0.3077465
Treatment,Rest,Sub_12,T3,central,delta,0.29666385
Treatment,Rest,Sub_12,T3,central,theta,0.8281274
Treatment,Rest,Sub_12,T3,central,alpha,0.56969297
Treatment,Rest,Sub_12,T3,central,beta,0.36793298
Treatment,Rest,Sub_12,T3,central,gamma,0.29772472
Treatment,Rest,Sub_12,T3,central,broadband,0.40803468
Treatment,Rest,Sub_12,C3,central,delta,0.62845045
Treatment,Rest,Sub_12,C3,central,theta,0.5526915
Treatment,Rest,Sub_12,C3,central,alpha,0.44018933
Treatment,Rest,Sub_12,C3,central,beta,0.33282873
